ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LVT,DTI,FEDTI,LVTCheck,DVTCheck1,MDTI,DVTCheck2,FInalCheck
3901,2086,388,439,301,331375,66275,265100,1265.63,768,0.8,1.147473634,0.606725791,0,0,0.606725791,0,FALSE
3902,3828,306,463,223,392183,58827.45,333355.55,1998.63,684,0.85,0.781251306,0.52210815,0,0,0.52210815,0,FALSE
3903,5787,211,404,440,291707,75843.82,215863.18,1030.56,758,0.74,0.360387074,0.178081908,1,0,0.178081908,1,FALSE
3904,8163,249,461,385,288523,69245.52,219277.48,924.48,821,0.76,0.24739434,0.113252481,1,1,0.113252481,1,TRUE
3905,5184,315,382,252,455870,123084.9,332785.1,2441.86,515,0.73,0.65410108,0.471037809,1,0,0.471037809,0,FALSE
3906,2401,427,367,217,414645,33171.6,381473.4,1608.31,849,0.92,1.090924615,0.669850062,0,0,0.669850062,0,FALSE
3907,9222,478,494,338,276473,55294.6,221178.4,932.5,815,0.8,0.24316851,0.101116894,0,1,0.101116894,1,FALSE
3908,3484,405,367,254,397261,63561.76,333699.24,1791.37,708,0.84,0.808659587,0.514170494,0,0,0.514170494,0,FALSE
3909,8121,323,381,413,250876,42648.92,208227.08,1527.9,567,0.83,0.325686492,0.188141854,0,1,0.188141854,1,FALSE
3910,7624,333,393,284,419861,29390.27,390470.73,1646.24,836,0.93,0.348405037,0.215928646,0,1,0.215928646,1,FALSE
3911,5259,288,367,288,364946,98535.42,266410.58,1430.15,715,0.73,0.451254991,0.271943335,1,0,0.271943335,1,FALSE
3912,9520,440,498,316,421811,97016.53,324794.47,2383.23,515,0.77,0.382061975,0.250339286,1,0,0.250339286,1,FALSE
3913,7452,211,398,212,485696,87425.28,398270.72,1901.41,788,0.82,0.365326087,0.255154321,0,0,0.255154321,1,FALSE
3914,7716,434,499,446,319912,44787.68,275124.32,2018.76,549,0.86,0.440352514,0.26163297,0,0,0.26163297,1,FALSE
3915,7667,332,455,245,480636,124965.36,355670.64,1698.03,787,0.74,0.356075388,0.221472545,1,1,0.221472545,1,TRUE
3916,7281,470,476,229,322796,29051.64,293744.36,1954.29,610,0.91,0.429788491,0.268409559,0,0,0.268409559,1,FALSE
3917,5362,328,355,226,286407,65873.61,220533.39,1467.21,623,0.77,0.443157404,0.273631108,1,0,0.273631108,1,FALSE
3918,8499,368,474,231,383047,107253.16,275793.84,1480.52,701,0.72,0.300449465,0.174199318,1,1,0.174199318,1,TRUE
3919,3264,305,356,379,474716,90196.04,384519.96,2064.19,717,0.81,0.951038603,0.632411152,0,0,0.632411152,0,FALSE
3920,2674,372,367,305,460033,101207.26,358825.74,1713.09,771,0.78,1.031073298,0.640646971,1,0,0.640646971,0,FALSE
3921,5557,483,398,211,492608,128078.08,364529.92,2674.79,543,0.74,0.67784596,0.481337052,1,0,0.481337052,0,FALSE
3922,3069,412,435,332,333055,43297.15,289757.85,1927.77,605,0.87,1.01230694,0.628142717,0,0,0.628142717,0,FALSE
3923,5804,330,371,333,374109,29928.72,344180.28,1643.17,753,0.92,0.461262922,0.283109924,0,0,0.283109924,0,FALSE
3924,5222,378,456,236,350189,63034.02,287154.98,1721.64,654,0.82,0.53459211,0.329689774,0,0,0.329689774,0,FALSE
3925,2389,439,371,285,434580,26074.8,408505.2,1950.27,785,0.94,1.274704897,0.816354123,0,0,0.816354123,0,FALSE
3926,8620,230,496,207,339593,23771.51,315821.49,1507.78,750,0.93,0.283153132,0.174916473,0,1,0.174916473,1,FALSE
3927,9020,211,414,201,360595,54089.25,306505.75,1292.24,834,0.85,0.234838137,0.143263858,0,1,0.143263858,1,FALSE
3928,9025,360,374,213,241800,38688,203112,856.33,848,0.84,0.199814958,0.094884211,0,1,0.094884211,1,FALSE
3929,8256,432,375,268,496283,124070.75,372212.25,2231.6,686,0.75,0.400508721,0.270300388,1,0,0.270300388,1,FALSE
3930,6064,420,355,416,404283,97027.92,307255.08,1649.41,738,0.76,0.468405343,0.27200033,1,0,0.27200033,1,FALSE
3931,8265,292,385,269,419857,62978.55,356878.45,2618.65,556,0.85,0.431294616,0.316836056,0,0,0.316836056,0,FALSE
3932,4669,436,484,418,438443,70150.88,368292.12,2702.4,586,0.84,0.865367316,0.578796316,0,0,0.578796316,0,FALSE
3933,6875,342,392,422,259093,62182.32,196910.68,1180.58,679,0.76,0.339866182,0.171720727,1,1,0.171720727,1,TRUE
3934,2329,295,413,247,271817,76108.76,195708.24,1173.37,692,0.72,0.913855732,0.503808502,1,0,0.503808502,0,FALSE
3935,9371,236,379,254,253924,22853.16,231070.84,1695.52,549,0.91,0.273665564,0.180932665,0,1,0.180932665,1,FALSE
3936,9674,405,401,319,243376,65711.52,177664.48,1065.19,671,0.73,0.226399628,0.110108538,1,1,0.110108538,1,TRUE
3937,4647,262,419,357,321187,22483.09,298703.91,1259.35,825,0.93,0.494372714,0.271002798,0,0,0.271002798,1,FALSE
3938,8071,254,434,330,431422,116483.94,314938.06,1327.79,831,0.73,0.290644282,0.164513691,1,1,0.164513691,1,TRUE
3939,5823,334,364,435,289763,34771.56,254991.44,1871.04,524,0.88,0.515892152,0.321318908,0,0,0.321318908,0,FALSE
3940,3210,266,476,223,266296,58585.12,207710.88,1381.91,646,0.78,0.731124611,0.430501558,1,0,0.430501558,0,FALSE
3941,7192,289,485,418,294578,53024.04,241553.96,1153.22,762,0.82,0.326087319,0.160347608,0,1,0.160347608,1,FALSE
3942,3654,437,371,355,407644,105987.44,301656.56,2213.45,548,0.74,0.924042146,0.60576081,1,0,0.60576081,0,FALSE
3943,9080,354,393,269,381915,38191.5,343723.5,1640.99,773,0.9,0.292620044,0.180725771,0,1,0.180725771,1,FALSE
3944,6874,451,458,383,411632,102908,308724,2265.31,541,0.75,0.517502182,0.329547571,1,0,0.329547571,0,FALSE
3945,3802,379,387,372,430379,103290.96,327088.04,2400.06,561,0.76,0.930578643,0.631262493,1,0,0.631262493,0,FALSE
3946,8457,327,390,337,374306,101062.62,273243.38,1638.23,698,0.73,0.318343384,0.193712901,1,1,0.193712901,1,TRUE
3947,9501,394,455,281,469865,42287.85,427577.15,2295.33,728,0.91,0.360523103,0.241588254,0,0,0.241588254,1,FALSE
3948,2512,295,388,323,291212,14560.6,276651.4,1485.12,726,0.95,0.991687898,0.591210191,0,0,0.591210191,0,FALSE
3949,9902,253,365,297,262299,31475.88,230823.12,1383.9,657,0.88,0.232165219,0.139759645,0,1,0.139759645,1,FALSE
3950,5354,439,357,312,241497,45884.43,195612.57,1172.8,691,0.81,0.425999253,0.219051177,0,0,0.219051177,1,FALSE
3951,3599,253,405,340,432761,30293.27,402467.73,2160.53,728,0.93,0.877613226,0.600313976,0,0,0.600313976,0,FALSE
3952,2778,359,351,331,350190,28015.2,322174.8,2364,593,0.92,1.225701944,0.850971922,0,0,0.850971922,0,FALSE
3953,9927,372,366,274,340741,57925.97,282815.03,1695.62,673,0.83,0.272753098,0.170808905,0,1,0.170808905,1,FALSE
3954,4088,372,474,244,285491,28549.1,256941.9,1540.5,673,0.9,0.643468689,0.376834638,0,0,0.376834638,0,FALSE
3955,7490,488,472,319,262252,55072.92,207179.08,1520.21,564,0.79,0.373726302,0.202965287,1,0,0.202965287,1,FALSE
3956,9444,323,383,428,473745,52111.95,421633.05,3093.79,598,0.89,0.44766942,0.327593181,0,0,0.327593181,0,FALSE
3957,2036,278,494,382,387520,77504,310016,2062.54,610,0.8,1.579833006,1.013035363,0,0,1.013035363,0,FALSE
3958,4460,219,457,329,419419,62912.85,356506.15,1503.04,802,0.85,0.562340807,0.337004484,0,0,0.337004484,0,FALSE
3959,8081,377,499,296,290366,49362.22,241003.78,1603.4,613,0.83,0.343447593,0.198416038,0,1,0.198416038,1,FALSE
3960,6364,468,442,314,282779,22622.32,260156.68,1559.77,671,0.92,0.437424576,0.245092709,0,0,0.245092709,1,FALSE
3961,3742,414,494,342,423951,84790.2,339160.8,2488.64,526,0.8,0.999102084,0.66505612,0,0,0.66505612,0,FALSE
3962,5069,280,425,417,340271,37429.81,302841.19,1276.79,834,0.89,0.473227461,0.251882028,0,0,0.251882028,1,FALSE
3963,3677,419,435,238,455954,109428.96,346525.04,1460.96,814,0.76,0.69430514,0.397323905,1,0,0.397323905,0,FALSE
3964,5436,207,475,369,366068,95177.68,270890.32,1802.24,646,0.74,0.524878587,0.331537896,1,0,0.331537896,0,FALSE
3965,6304,263,417,279,428018,81323.42,346694.58,1655.17,779,0.81,0.414684327,0.262558693,0,0,0.262558693,1,FALSE
3966,3771,459,469,310,433428,99688.44,333739.56,2448.86,503,0.77,0.977687616,0.649392734,1,0,0.649392734,0,FALSE
3967,8624,215,361,326,372322,70741.18,301580.82,1271.48,828,0.81,0.252026902,0.147435065,0,1,0.147435065,1,FALSE
3968,8548,432,496,420,235230,37636.8,197593.2,1314.59,648,0.84,0.311486898,0.15378919,0,1,0.15378919,1,FALSE
3969,8425,294,357,278,487251,141302.79,345948.21,1651.61,769,0.71,0.306303858,0.196036795,1,1,0.196036795,1,TRUE
3970,8051,291,464,332,390266,54637.24,335628.76,2462.72,565,0.86,0.440904235,0.305889952,0,0,0.305889952,0,FALSE
3971,4150,258,437,292,418058,100333.92,317724.08,1705.61,743,0.76,0.648821687,0.410990361,1,0,0.410990361,0,FALSE
3972,9066,327,411,365,420424,79880.56,340543.44,1435.74,821,0.81,0.280028679,0.158365321,0,1,0.158365321,1,FALSE
3973,3484,356,468,419,360592,21635.52,338956.48,1819.59,747,0.94,0.879044202,0.522270379,0,0,0.522270379,0,FALSE
3974,6920,488,393,288,369644,29571.52,340072.48,1825.58,601,0.92,0.432742775,0.263812139,0,0,0.263812139,1,FALSE
3975,8706,227,441,221,465051,134864.79,330186.21,1979.63,698,0.71,0.329500345,0.22738686,1,1,0.22738686,1,TRUE
3976,6364,339,468,206,311588,31158.8,280429.2,2057.69,594,0.9,0.482509428,0.32333281,0,0,0.32333281,0,FALSE
3977,4891,250,375,442,240632,19250.56,221381.44,1056.91,757,0.92,0.43424862,0.216092824,0,0,0.216092824,1,FALSE
3978,8492,221,438,419,360182,57629.12,302552.88,2220.03,535,0.84,0.388369053,0.261426048,0,0,0.261426048,1,FALSE
3979,6417,445,401,204,415484,83096.8,332387.2,1992.83,665,0.8,0.47418264,0.310554776,0,0,0.310554776,0,FALSE
3980,8603,361,353,389,251809,27698.99,224110.01,1343.65,674,0.89,0.284394978,0.156183889,0,1,0.156183889,1,FALSE
3981,8962,213,364,209,307657,30765.7,276891.3,1842.16,635,0.9,0.29325597,0.205552332,0,1,0.205552332,1,FALSE
3982,2594,483,492,288,343365,85841.25,257523.75,1543.98,675,0.75,1.082104857,0.595212028,1,0,0.595212028,0,FALSE
3983,7522,227,476,284,315641,22094.87,293546.13,1952.97,623,0.93,0.390849508,0.259634406,0,0,0.259634406,1,FALSE
3984,9752,489,360,389,240382,26442.02,213939.98,1423.35,637,0.89,0.272902994,0.145954676,0,1,0.145954676,1,FALSE
3985,2323,261,453,229,472432,51967.52,420464.48,3085.22,584,0.89,1.734059406,1.328118812,0,0,1.328118812,0,FALSE
3986,5064,424,481,444,476743,119185.75,357557.25,1919.44,724,0.75,0.64542654,0.379036335,1,0,0.379036335,0,FALSE
3987,3188,351,487,415,427393,55561.09,371831.91,1775.18,794,0.87,0.949868256,0.55683187,0,0,0.55683187,0,FALSE
3988,4754,485,423,261,309300,49488,259812,1906.41,574,0.84,0.646909971,0.40101178,0,0,0.40101178,0,FALSE
3989,9991,397,491,403,329049,65809.8,263239.2,1751.34,613,0.8,0.304508057,0.175291763,0,1,0.175291763,1,FALSE
3990,5177,469,430,442,461953,50814.83,411138.17,1733.38,830,0.89,0.593853583,0.334823257,0,0,0.334823257,0,FALSE
3991,7360,386,375,316,450855,81153.9,369701.1,1558.67,822,0.82,0.358107337,0.211775815,0,1,0.211775815,1,FALSE
3992,8836,495,483,363,434233,108558.25,325674.75,2389.69,565,0.75,0.422214803,0.270449298,1,0,0.270449298,1,FALSE
3993,5810,357,424,201,263566,34263.58,229302.42,1230.94,728,0.87,0.380884682,0.211865749,0,0,0.211865749,1,FALSE
3994,6991,260,416,300,342291,58189.47,284101.53,1890.13,647,0.83,0.409974253,0.270366185,0,0,0.270366185,1,FALSE
3995,2392,230,396,403,258009,36121.26,221887.74,1191.14,724,0.86,0.928152174,0.497968227,0,0,0.497968227,0,FALSE
3996,7130,430,454,285,362120,101393.6,260726.4,1399.64,719,0.72,0.360258065,0.196302945,1,0,0.196302945,1,FALSE
3997,4480,228,447,322,465024,102305.28,362718.72,2661.5,514,0.78,0.816629464,0.594084821,1,0,0.594084821,0,FALSE
3998,8529,483,439,200,463129,101888.38,361240.62,2403.34,637,0.78,0.413335678,0.2817845,1,0,0.2817845,0,FALSE
3999,4447,303,446,225,440006,79201.08,360804.92,1722.54,768,0.82,0.606372836,0.387348774,0,0,0.387348774,0,FALSE
4000,3758,387,439,305,469677,65754.78,403922.22,2168.34,715,0.86,0.877951038,0.576993081,0,0,0.576993081,0,FALSE
4001,9592,299,467,439,261571,44467.07,217103.93,915.32,844,0.83,0.221050876,0.095425354,0,1,0.095425354,1,FALSE
4002,2415,244,371,378,403026,104786.76,298239.24,1601.01,739,0.74,1.074124224,0.662944099,1,0,0.662944099,0,FALSE
4003,7723,202,376,344,299806,20986.42,278819.58,1175.51,819,0.93,0.271592645,0.152208986,0,1,0.152208986,1,FALSE
4004,2922,477,368,370,259753,31170.36,228582.64,1677.26,582,0.88,0.98982204,0.574010951,0,0,0.574010951,0,FALSE
4005,7188,421,386,244,325067,22754.69,302312.31,1274.56,844,0.93,0.323533667,0.177317752,0,1,0.177317752,1,FALSE
4006,8823,292,489,331,482106,43389.54,438716.46,2918.79,608,0.91,0.456850278,0.330816049,0,0,0.330816049,0,FALSE
4007,3606,244,361,402,309955,27895.95,282059.05,1189.17,843,0.91,0.609032169,0.329775374,0,0,0.329775374,0,FALSE
4008,2968,251,441,353,344353,79201.19,265151.81,1423.39,747,0.77,0.83166779,0.479578841,1,0,0.479578841,0,FALSE
4009,9832,458,409,309,369501,51730.14,317770.86,2331.69,556,0.86,0.356762612,0.237153173,0,1,0.237153173,1,FALSE
4010,2944,457,448,340,323515,61467.85,262047.15,1922.81,557,0.81,1.076022418,0.653128397,0,0,0.653128397,0,FALSE
4011,7374,327,379,231,237462,49867.02,187594.98,1376.51,541,0.79,0.313738812,0.186670735,1,1,0.186670735,1,TRUE
4012,7072,424,461,445,490216,137260.48,352955.52,1488.07,815,0.72,0.398482749,0.210417138,1,0,0.210417138,1,FALSE
4013,4998,269,367,407,433642,21682.1,411959.9,3022.82,547,0.95,0.813489396,0.604805922,0,0,0.604805922,0,FALSE
4014,5282,479,472,237,285839,54309.41,231529.59,1105.36,791,0.81,0.434184021,0.209269216,0,0,0.209269216,1,FALSE
4015,3845,450,459,399,437365,65604.75,371760.25,2228.89,654,0.85,0.91986736,0.579685306,0,0,0.579685306,0,FALSE
4016,3533,305,359,405,275522,71635.72,203886.28,973.38,768,0.74,0.578086612,0.275510897,1,0,0.275510897,1,FALSE
4017,7008,301,386,270,481322,33692.54,447629.46,2978.09,634,0.93,0.561513984,0.424955765,0,0,0.424955765,0,FALSE
4018,6384,203,449,214,454698,90939.6,363758.4,2180.92,689,0.8,0.477274436,0.341622807,0,0,0.341622807,0,FALSE
4019,2672,379,453,411,263741,21099.28,242641.72,1780.42,553,0.92,1.131519461,0.66632485,0,0,0.66632485,0,FALSE
4020,5711,407,449,252,486975,112004.25,374970.75,2248.14,684,0.77,0.587662406,0.393650849,1,0,0.393650849,0,FALSE
4021,9437,304,492,346,428273,72806.41,355466.59,1697.05,769,0.83,0.300842429,0.179829395,0,1,0.179829395,1,FALSE
4022,6382,299,406,219,246621,61655.25,184965.75,1357.21,551,0.75,0.357444375,0.212662175,1,1,0.212662175,1,TRUE
4023,5439,256,424,259,275498,57854.58,217643.42,1168.36,704,0.79,0.387453576,0.214811546,1,0,0.214811546,1,FALSE
4024,2404,208,440,442,457291,77739.47,379551.53,1600.2,849,0.83,1.119051581,0.665640599,0,0,0.665640599,0,FALSE
4025,6909,331,417,213,324897,35738.67,289158.33,1552.26,743,0.89,0.363766102,0.224672167,0,0,0.224672167,1,FALSE
4026,8197,374,485,200,422362,80248.78,342113.22,2051.14,664,0.81,0.37942418,0.250230572,0,0,0.250230572,1,FALSE
4027,5228,379,396,288,349571,31461.39,318109.61,2334.18,556,0.91,0.649804897,0.446476664,0,0,0.446476664,0,FALSE
4028,6901,306,464,420,342875,78861.25,264013.75,1582.9,687,0.77,0.401811332,0.229372555,1,0,0.229372555,1,FALSE
4029,3964,401,456,302,407454,105938.04,301515.96,1439.48,770,0.74,0.655519677,0.363138244,1,0,0.363138244,0,FALSE
4030,9515,359,405,256,360252,100870.56,259381.44,1238.33,749,0.72,0.237344193,0.130145034,1,1,0.130145034,1,TRUE
4031,5312,235,391,237,250355,70099.4,180255.6,1322.65,547,0.72,0.411455196,0.248992846,1,0,0.248992846,1,FALSE
4032,2706,351,365,276,413827,120009.83,293817.17,2155.93,518,0.71,1.163314856,0.796722099,1,0,0.796722099,0,FALSE
4033,2911,415,488,345,355923,78303.06,277619.94,2037.08,528,0.78,1.128505668,0.699787015,1,0,0.699787015,0,FALSE
4034,2572,452,466,200,386839,46420.68,340418.32,1625.21,795,0.88,1.066566874,0.631885692,0,0,0.631885692,0,FALSE
4035,4801,308,435,263,441968,48616.48,393351.52,1877.92,649,0.89,0.600691523,0.391151843,0,0,0.391151843,0,FALSE
4036,2720,322,377,407,388976,35007.84,353968.16,2122.22,664,0.91,1.186845588,0.780227941,0,0,0.780227941,0,FALSE
4037,3524,237,369,304,475799,57095.88,418703.12,2247.69,711,0.88,0.896052781,0.637823496,0,0,0.637823496,0,FALSE
4038,4299,274,496,240,476060,33324.2,442735.8,2654.42,698,0.93,0.852388928,0.61745057,0,0,0.61745057,0,FALSE
4039,4498,372,444,429,313744,65886.24,247857.76,1330.55,713,0.79,0.572598933,0.295809249,1,0,0.295809249,0,FALSE
4040,6012,310,435,409,252413,20193.04,232219.96,1703.95,504,0.92,0.475374251,0.283424817,0,0,0.283424817,0,FALSE
4041,6605,438,376,369,281241,73122.66,208118.34,1527.1,518,0.74,0.410310371,0.231203634,1,0,0.231203634,1,FALSE
4042,6049,326,472,360,372504,52150.56,320353.44,2350.64,515,0.86,0.58003637,0.388599769,0,0,0.388599769,0,FALSE
4043,8409,336,489,290,345157,96643.96,248513.04,1489.96,674,0.72,0.309782376,0.177186348,1,1,0.177186348,1,TRUE
4044,8490,306,481,379,247198,27191.78,220006.22,1463.71,647,0.89,0.309742049,0.172404005,0,1,0.172404005,1,FALSE
4045,2701,332,450,414,331562,69628.02,261933.98,1250.51,793,0.79,0.905779341,0.462980378,1,0,0.462980378,0,FALSE
4046,9682,296,497,325,487188,116925.12,370262.88,2219.91,682,0.76,0.344754183,0.229282173,1,1,0.229282173,1,TRUE
4047,9182,300,413,221,498994,74849.1,424144.9,3112.23,514,0.85,0.440669789,0.338949031,0,0,0.338949031,0,FALSE
4048,8175,255,408,340,273232,54646.4,218585.6,1310.53,656,0.8,0.283000612,0.16030948,0,1,0.16030948,1,FALSE
4049,5018,483,431,338,287805,51804.9,236000.1,1126.7,777,0.82,0.474033479,0.224531686,0,0,0.224531686,1,FALSE
4050,6470,257,439,323,387568,81389.28,306178.72,2246.63,588,0.79,0.504734158,0.347238022,1,0,0.347238022,0,FALSE
4051,6343,370,455,203,292294,46767.04,245526.96,1633.5,629,0.84,0.419596405,0.257527984,0,0,0.257527984,1,FALSE
4052,6464,399,409,215,438303,92043.63,346259.37,2540.73,511,0.79,0.551319616,0.393058478,1,0,0.393058478,0,FALSE
4053,6318,222,450,330,477213,33404.91,443808.09,1871.11,810,0.93,0.454749921,0.296155429,0,0,0.296155429,0,FALSE
4054,8668,331,488,257,269731,48551.58,221179.42,1326.08,661,0.82,0.277120443,0.152985695,0,1,0.152985695,1,FALSE
4055,9306,225,385,219,458443,45844.3,412598.7,2745.03,602,0.9,0.384056523,0.29497421,0,0,0.29497421,0,FALSE
4056,2696,287,490,389,472422,80311.74,392110.26,2877.17,578,0.83,1.499692136,1.067199555,0,0,1.067199555,0,FALSE
4057,4581,252,403,399,284326,36962.38,247363.62,1815.07,699,0.87,0.626297752,0.396216983,0,0,0.396216983,0,FALSE
4058,3584,340,361,237,230635,29982.55,200652.45,1077.15,738,0.87,0.562262835,0.300544085,0,0,0.300544085,0,FALSE
4059,4592,475,496,269,497484,89547.12,407936.88,1719.88,823,0.82,0.644573171,0.374538328,0,0,0.374538328,0,FALSE
4060,6532,344,488,218,290915,34909.8,256005.2,1703.21,642,0.88,0.421495713,0.260748622,0,0,0.260748622,1,FALSE
4061,4620,202,372,311,387069,42577.59,344491.41,2291.91,609,0.89,0.687642857,0.496084416,0,0,0.496084416,0,FALSE
4062,7948,395,435,276,258575,12928.75,245646.25,1802.47,596,0.95,0.365937343,0.226782838,0,0,0.226782838,1,FALSE
4063,5945,225,437,216,390575,54680.5,335894.5,2013.86,651,0.86,0.48643566,0.338748528,0,0,0.338748528,0,FALSE
4064,5724,372,361,415,471137,32979.59,438157.41,3215.04,559,0.93,0.762236198,0.561677149,0,0,0.561677149,0,FALSE
4065,2667,342,357,393,336080,70576.8,265503.2,1948.17,540,0.79,1.13992126,0.730472441,1,0,0.730472441,0,FALSE
4066,4983,308,453,241,460491,82888.38,377602.62,2027.05,703,0.82,0.607876781,0.406793097,0,0,0.406793097,0,FALSE
4067,3770,424,418,440,280472,39266.08,241205.92,1016.93,817,0.86,0.609795756,0.269742706,0,0,0.269742706,1,FALSE
4068,9516,422,497,431,313005,78251.25,234753.75,1561.82,629,0.75,0.305992013,0.164125683,1,1,0.164125683,1,TRUE
4069,2244,316,451,203,497183,34802.81,462380.19,2482.16,733,0.93,1.538395722,1.106131907,0,0,1.106131907,0,FALSE
4070,2905,200,383,212,386074,77214.8,308859.2,2266.3,506,0.8,1.053803787,0.780137694,0,0,0.780137694,0,FALSE
4071,2637,351,463,214,418751,104687.75,314063.25,1324.1,828,0.75,0.891960561,0.502123625,1,0,0.502123625,0,FALSE
4072,6681,251,394,449,336135,26890.8,309244.2,1303.79,817,0.92,0.358896872,0.19514893,0,1,0.19514893,1,FALSE
4073,6926,335,454,222,479697,110330.31,369366.69,2457.41,612,0.77,0.500781115,0.354809414,1,0,0.354809414,0,FALSE
4074,4069,385,466,314,409732,24583.92,385148.08,2562.4,618,0.94,0.916048169,0.629737036,0,0,0.629737036,0,FALSE
4075,2002,419,396,305,359328,82645.44,276682.56,1658.85,683,0.77,1.388036963,0.828596404,1,0,0.828596404,0,FALSE
4076,3398,345,424,220,274546,35690.98,238855.02,1432.06,651,0.87,0.712495586,0.421442025,0,0,0.421442025,0,FALSE
4077,3917,407,439,443,451642,67746.3,383895.7,2301.65,698,0.85,0.916683686,0.58760531,0,0,0.58760531,0,FALSE
4078,3422,394,361,422,377108,33939.72,343168.28,1446.81,815,0.91,0.766747516,0.42279661,0,0,0.42279661,0,FALSE
4079,4584,447,364,405,422801,59192.14,363608.86,2668.03,515,0.86,0.847301483,0.582030977,0,0,0.582030977,0,FALSE
4080,6112,455,353,259,386703,108276.84,278426.16,1329.25,763,0.72,0.39205661,0.217482003,1,0,0.217482003,1,FALSE
4081,4819,491,379,251,493888,74083.2,419804.8,2516.94,658,0.85,0.754915958,0.522295082,0,0,0.522295082,0,FALSE
4082,3633,287,381,341,460939,101406.58,359532.42,1716.46,760,0.78,0.750195431,0.472463529,1,0,0.472463529,0,FALSE
4083,9333,353,372,249,489717,73457.55,416259.45,3054.36,596,0.85,0.431625415,0.327264545,0,0,0.327264545,0,FALSE
4084,7307,495,463,327,268948,24205.32,244742.68,1795.84,520,0.91,0.421628575,0.24576981,0,0,0.24576981,1,FALSE
4085,8421,354,373,378,456214,100367.08,355846.92,2611.08,590,0.78,0.441287258,0.310067688,1,0,0.310067688,0,FALSE
4086,8593,321,479,270,270470,40570.5,229899.5,1686.92,650,0.85,0.320833236,0.196313278,0,1,0.196313278,1,FALSE
4087,3098,452,476,235,269475,18863.25,250611.75,1667.33,614,0.93,0.913599096,0.53819561,0,0,0.53819561,0,FALSE
4088,7778,240,424,437,428654,68584.64,360069.36,1518.07,839,0.84,0.336727951,0.195174852,0,1,0.195174852,1,FALSE
4089,6662,208,374,299,254001,20320.08,233680.92,1254.45,742,0.92,0.320541879,0.18829931,0,1,0.18829931,1,FALSE
4090,3138,432,407,203,336370,20182.2,316187.8,1895.71,691,0.94,0.936172721,0.604114085,0,0,0.604114085,0,FALSE
4091,4050,392,373,330,372929,41022.19,331906.81,1989.95,799,0.89,0.761716049,0.491345679,0,0,0.491345679,0,FALSE
4092,2374,299,422,263,491244,29474.64,461769.36,1946.84,805,0.94,1.234557709,0.820067397,0,0,0.820067397,0,FALSE
4093,5606,489,355,422,234896,21140.64,213755.36,1281.57,682,0.91,0.454436318,0.22860685,0,0,0.22860685,1,FALSE
4094,4915,320,465,434,292035,55486.65,236548.35,1129.32,782,0.81,0.477786368,0.229770092,0,0,0.229770092,1,FALSE
4095,4924,405,438,254,247702,71833.58,175868.42,944.1,702,0.71,0.414520715,0.191734362,1,0,0.191734362,1,FALSE
4096,9111,260,473,240,248557,32312.41,216244.59,1296.5,668,0.87,0.249094501,0.142300516,0,1,0.142300516,1,FALSE
4097,9154,285,359,279,363055,39936.05,323118.95,1734.57,726,0.89,0.290317894,0.189487656,0,1,0.189487656,1,FALSE
4098,4158,327,471,234,388387,108748.36,279638.64,1178.97,828,0.72,0.531738817,0.283542569,1,0,0.283542569,0,FALSE
4099,8945,239,408,386,388753,73863.07,314889.93,1327.59,841,0.81,0.263900503,0.148416993,0,1,0.148416993,1,FALSE
4100,8551,271,436,351,403027,96726.48,306300.52,1291.38,845,0.76,0.274749152,0.151020933,1,1,0.151020933,1,TRUE
4101,5297,417,377,412,367321,44078.52,323242.48,1362.8,600,0.88,0.484953747,0.257277704,0,0,0.257277704,1,FALSE
4102,6706,421,425,438,329750,62652.5,267097.5,1959.87,505,0.81,0.483726514,0.292256188,0,0,0.292256188,0,FALSE
4103,5018,426,383,442,319922,70382.84,249539.16,1831.03,577,0.78,0.614194898,0.364892387,1,0,0.364892387,0,FALSE
4104,3061,221,351,431,400387,40038.7,360348.3,1934.43,745,0.9,0.95963084,0.631960144,0,0,0.631960144,0,FALSE
4105,8777,306,437,421,289469,81051.32,208417.68,878.7,838,0.72,0.23273328,0.100113934,1,1,0.100113934,1,TRUE
4106,2483,464,477,355,498205,109605.1,388599.9,2585.36,608,0.78,1.56317358,1.041224325,1,0,1.041224325,0,FALSE
4107,9864,249,414,369,463476,50982.36,412493.64,2744.33,699,0.89,0.382839619,0.278216748,0,0,0.278216748,1,FALSE
4108,6263,218,369,359,447653,76101.01,371551.99,1773.85,770,0.83,0.434272713,0.283226888,0,0,0.283226888,0,FALSE
4109,3721,457,384,289,235194,51742.68,183451.32,773.44,821,0.78,0.511539909,0.207858103,1,0,0.207858103,1,FALSE
4110,3446,353,365,422,444067,75491.39,368575.61,2209.8,672,0.83,0.972083575,0.641265235,0,0,0.641265235,0,FALSE
4111,5094,447,459,258,491374,78619.84,412754.16,1740.19,821,0.84,0.570119749,0.341615626,0,0,0.341615626,0,FALSE
4112,4961,420,418,418,452362,45236.2,407125.8,2987.34,536,0.9,0.855339649,0.602164886,0,0,0.602164886,0,FALSE
4113,3627,201,467,348,482079,53028.69,429050.31,1808.89,849,0.89,0.778850289,0.498728977,0,0,0.498728977,0,FALSE
